lat,lon,first_crossing_year
-77.74869109947645,73.75,2053.0
-77.74869109947645,75.0,2056.0
-77.74869109947645,76.25,2056.0
-77.74869109947645,77.5,2056.0
-77.74869109947645,78.75,2056.0
-77.74869109947645,80.0,2056.0
-77.74869109947645,81.25,2056.0
-77.74869109947645,82.5,2056.0
-77.74869109947645,83.75,2056.0
-77.74869109947645,85.0,2056.0
-77.74869109947645,86.25,2056.0
-77.74869109947645,87.5,2058.0
-77.74869109947645,88.75,2058.0
-77.74869109947645,90.0,2058.0
-77.74869109947645,91.25,2058.0
-77.74869109947645,92.5,2058.0
-77.74869109947645,93.75,2058.0
-77.74869109947645,95.0,2058.0
-77.74869109947645,96.25,2058.0
-77.74869109947645,97.5,2058.0
-77.74869109947645,98.75,2058.0
-77.74869109947645,100.0,2058.0
-77.74869109947645,101.25,2058.0
-77.74869109947645,102.5,2058.0
-77.74869109947645,103.75,2058.0
-77.74869109947645,105.0,2045.0
-77.74869109947645,106.25,2045.0
-77.74869109947645,107.5,2045.0
-77.74869109947645,108.75,2045.0
-77.74869109947645,110.0,2045.0
-77.74869109947645,111.25,2045.0
-77.74869109947645,112.5,2045.0
-77.74869109947645,113.75,2045.0
-77.74869109947645,115.0,2045.0
-77.74869109947645,116.25,2045.0
-77.74869109947645,117.5,2045.0
-77.74869109947645,118.75,2045.0
-77.74869109947645,120.0,2045.0
-77.74869109947645,121.25,2045.0
-77.74869109947645,122.5,2045.0
-77.74869109947645,123.75,2045.0
-77.74869109947645,125.0,2045.0
-77.74869109947645,126.25,2045.0
-77.74869109947645,127.5,2045.0
-77.74869109947645,128.75,2041.0
-77.74869109947645,130.0,2041.0
-77.74869109947645,131.25,2041.0
-77.74869109947645,132.5,2041.0
-77.74869109947645,133.75,2041.0
-77.74869109947645,135.0,2041.0
-77.74869109947645,136.25,2041.0
-77.74869109947645,137.5,2041.0
-77.74869109947645,138.75,2041.0
-77.74869109947645,140.0,2041.0
-77.74869109947645,141.25,2041.0
-77.74869109947645,142.5,2041.0
-77.74869109947645,143.75,2041.0
-77.74869109947645,145.0,2041.0
-77.74869109947645,146.25,2041.0
-77.74869109947645,147.5,2041.0
-77.74869109947645,148.75,2041.0
-77.74869109947645,150.0,2041.0
-77.74869109947645,151.25,2041.0
-77.74869109947645,152.5,2041.0
-77.74869109947645,153.75,2041.0
-77.74869109947645,155.0,2041.0
-77.74869109947645,156.25,2041.0
-77.74869109947645,157.5,2041.0
-77.74869109947645,158.75,2041.0
-77.74869109947645,160.0,2041.0
-77.74869109947645,161.25,2041.0
-77.74869109947645,162.5,2041.0
-77.74869109947645,163.75,2041.0
-77.74869109947645,165.0,2041.0
-77.74869109947645,166.25,2041.0
-77.74869109947645,167.5,2041.0
-77.74869109947645,168.75,2041.0
-77.74869109947645,170.0,2041.0
-77.74869109947645,171.25,2041.0
-77.74869109947645,172.5,2041.0
-77.74869109947645,173.75,2041.0
-77.74869109947645,175.0,2041.0
-77.74869109947645,176.25,2041.0
-77.74869109947645,177.5,2041.0
-77.74869109947645,178.75,2044.0
-77.74869109947645,180.0,2044.0
-77.74869109947645,181.25,2060.0
-77.74869109947645,182.5,2060.0
-77.74869109947645,183.75,2060.0
-77.74869109947645,185.0,2060.0
-77.74869109947645,186.25,2060.0
-77.74869109947645,187.5,2060.0
-77.74869109947645,188.75,2044.0
-77.74869109947645,190.0,2044.0
-77.74869109947645,191.25,2044.0
-77.74869109947645,192.5,2044.0
-77.74869109947645,193.75,2044.0
-77.74869109947645,195.0,2044.0
-77.74869109947645,196.25,2044.0
-77.74869109947645,197.5,2044.0
-77.74869109947645,198.75,2044.0
-77.74869109947645,200.0,2044.0
-77.74869109947645,201.25,2044.0
-77.74869109947645,202.5,2041.0
-77.74869109947645,203.75,2041.0
-77.74869109947645,205.0,2041.0
-77.74869109947645,206.25,2041.0
-77.74869109947645,207.5,2041.0
-77.74869109947645,208.75,2041.0
-77.74869109947645,210.0,2041.0
-77.74869109947645,211.25,2041.0
-77.74869109947645,212.5,2041.0
-77.74869109947645,213.75,2041.0
-77.74869109947645,215.0,2041.0
-77.74869109947645,216.25,2041.0
-77.74869109947645,217.5,2041.0
-77.74869109947645,218.75,2041.0
-77.74869109947645,220.0,2041.0
-77.74869109947645,221.25,2041.0
-77.74869109947645,222.5,2041.0
-77.74869109947645,223.75,2041.0
-77.74869109947645,225.0,2041.0
-77.74869109947645,226.25,2041.0
-77.74869109947645,227.5,2041.0
-77.74869109947645,228.75,2041.0
-77.74869109947645,230.0,2041.0
-77.74869109947645,231.25,2041.0
-77.74869109947645,232.5,2041.0
-77.74869109947645,233.75,2041.0
-77.74869109947645,235.0,2041.0
-77.74869109947645,236.25,2041.0
-77.74869109947645,237.5,2041.0
-77.74869109947645,238.75,2041.0
-77.74869109947645,240.0,2041.0
-77.74869109947645,241.25,2041.0
-77.74869109947645,242.5,2041.0
-77.74869109947645,243.75,2041.0
-77.74869109947645,245.0,2041.0
-77.74869109947645,246.25,2041.0
-77.74869109947645,247.5,2041.0
-77.74869109947645,248.75,2041.0
-77.74869109947645,250.0,2041.0
-77.74869109947645,251.25,2041.0
-77.74869109947645,252.5,2041.0
-77.74869109947645,253.75,2041.0
-77.74869109947645,255.0,2041.0
-77.74869109947645,256.25,2041.0
-77.74869109947645,257.5,2041.0
-77.74869109947645,258.75,2041.0
-77.74869109947645,260.0,2041.0
-77.74869109947645,261.25,2041.0
-77.74869109947645,262.5,2041.0
-77.74869109947645,263.75,2041.0
-77.74869109947645,265.0,2041.0
-77.74869109947645,266.25,2041.0
-77.74869109947645,267.5,2041.0
-77.74869109947645,268.75,2041.0
-77.74869109947645,270.0,2041.0
-77.74869109947645,271.25,2041.0
-77.74869109947645,272.5,2041.0
-77.74869109947645,273.75,2041.0
-77.74869109947645,275.0,2041.0
-77.74869109947645,276.25,2041.0
-77.74869109947645,277.5,2041.0
-77.74869109947645,278.75,2041.0
-77.74869109947645,280.0,2041.0
-77.74869109947645,281.25,2041.0
-77.74869109947645,282.5,2041.0
-77.74869109947645,283.75,2041.0
-77.74869109947645,285.0,2041.0
-77.74869109947645,286.25,2041.0
-77.74869109947645,287.5,2041.0
-77.74869109947645,288.75,2041.0
-77.74869109947645,290.0,2041.0
-77.74869109947645,291.25,2041.0
-77.74869109947645,292.5,2041.0
-77.74869109947645,293.75,2041.0
-77.74869109947645,295.0,2041.0
-77.74869109947645,296.25,2040.0
-77.74869109947645,297.5,2040.0
-77.74869109947645,298.75,2040.0
-77.74869109947645,300.0,2040.0
-77.74869109947645,301.25,2040.0
-77.74869109947645,302.5,2040.0
-77.74869109947645,303.75,2040.0
-77.74869109947645,305.0,2040.0
-77.74869109947645,306.25,2040.0
-77.74869109947645,307.5,2040.0
-77.74869109947645,308.75,2040.0
-77.74869109947645,310.0,2040.0
-77.74869109947645,311.25,2040.0
-77.74869109947645,312.5,2040.0
-77.74869109947645,313.75,2040.0
-77.74869109947645,315.0,2050.0
-77.74869109947645,316.25,2050.0
-77.74869109947645,317.5,2050.0
-77.74869109947645,318.75,2050.0
-77.74869109947645,320.0,2050.0
-77.74869109947645,321.25,2050.0
-77.74869109947645,322.5,2050.0
-77.74869109947645,323.75,2050.0
-77.74869109947645,325.0,2050.0
-77.74869109947645,326.25,2040.0
-77.74869109947645,327.5,2050.0
-77.74869109947645,328.75,2050.0
-77.74869109947645,330.0,2050.0
-77.74869109947645,331.25,2050.0
-77.74869109947645,332.5,2050.0
-77.74869109947645,333.75,2050.0
-77.74869109947645,335.0,2050.0
-77.74869109947645,336.25,2050.0
-77.74869109947645,337.5,2050.0
-77.74869109947645,338.75,2040.0
-77.74869109947645,340.0,2040.0
-77.74869109947645,341.25,2050.0
-77.74869109947645,342.5,2050.0
-77.74869109947645,343.75,2050.0
-77.74869109947645,345.0,2050.0
-77.74869109947645,346.25,2046.0
-77.74869109947645,347.5,2046.0
-77.74869109947645,348.75,2046.0
-77.74869109947645,350.0,2046.0
-77.74869109947645,351.25,2046.0
-77.74869109947645,352.5,2046.0
-77.74869109947645,353.75,2046.0
-77.74869109947645,355.0,2046.0
-77.74869109947645,356.25,2046.0
-77.74869109947645,357.5,2041.0
-77.74869109947645,358.75,2041.0
-76.80628272251309,0.0,2041.0
-76.80628272251309,1.25,2041.0
-76.80628272251309,2.5,2041.0
-76.80628272251309,3.75,2041.0
-76.80628272251309,5.0,2041.0
-76.80628272251309,6.25,2041.0
-76.80628272251309,7.5,2041.0
-76.80628272251309,8.75,2041.0
-76.80628272251309,10.0,2041.0
-76.80628272251309,11.25,2041.0
-76.80628272251309,12.5,2041.0
-76.80628272251309,13.75,2041.0
-76.80628272251309,15.0,2041.0
-76.80628272251309,16.25,2048.0
-76.80628272251309,17.5,2048.0
-76.80628272251309,18.75,2048.0
-76.80628272251309,20.0,2048.0
-76.80628272251309,21.25,2048.0
-76.80628272251309,22.5,2048.0
-76.80628272251309,23.75,2048.0
-76.80628272251309,25.0,2048.0
-76.80628272251309,26.25,2048.0
-76.80628272251309,27.5,2048.0
-76.80628272251309,28.75,2048.0
-76.80628272251309,30.0,2048.0
-76.80628272251309,31.25,2048.0
-76.80628272251309,32.5,2048.0
-76.80628272251309,33.75,2048.0
-76.80628272251309,35.0,2048.0
-76.80628272251309,36.25,2048.0
-76.80628272251309,37.5,2048.0
-76.80628272251309,38.75,2048.0
-76.80628272251309,40.0,2048.0
-76.80628272251309,41.25,2042.0
-76.80628272251309,42.5,2042.0
-76.80628272251309,43.75,2042.0
-76.80628272251309,45.0,2042.0
-76.80628272251309,46.25,2042.0
-76.80628272251309,47.5,2042.0
-76.80628272251309,48.75,2042.0
-76.80628272251309,50.0,2042.0
-76.80628272251309,51.25,2042.0
-76.80628272251309,52.5,2042.0
-76.80628272251309,53.75,2041.0
-76.80628272251309,55.0,2041.0
-76.80628272251309,56.25,2041.0
-76.80628272251309,57.5,2053.0
-76.80628272251309,58.75,2053.0
-76.80628272251309,60.0,2053.0
-76.80628272251309,61.25,2053.0
-76.80628272251309,62.5,2053.0
-76.80628272251309,63.75,2053.0
-76.80628272251309,65.0,2053.0
-76.80628272251309,66.25,2053.0
-76.80628272251309,67.5,2053.0
-76.80628272251309,68.75,2053.0
-76.80628272251309,70.0,2053.0
-76.80628272251309,71.25,2053.0
-76.80628272251309,72.5,2056.0
-76.80628272251309,73.75,2056.0
-76.80628272251309,75.0,2056.0
-76.80628272251309,76.25,2056.0
-76.80628272251309,77.5,2056.0
-76.80628272251309,78.75,2056.0
-76.80628272251309,80.0,2056.0
-76.80628272251309,81.25,2056.0
-76.80628272251309,82.5,2056.0
-76.80628272251309,83.75,2056.0
-76.80628272251309,85.0,2056.0
-76.80628272251309,86.25,2056.0
-76.80628272251309,87.5,2058.0
-76.80628272251309,88.75,2058.0
-76.80628272251309,90.0,2058.0
-76.80628272251309,91.25,2058.0
-76.80628272251309,92.5,2058.0
-76.80628272251309,93.75,2058.0
-76.80628272251309,95.0,2058.0
-76.80628272251309,96.25,2058.0
-76.80628272251309,97.5,2058.0
-76.80628272251309,98.75,2058.0
-76.80628272251309,100.0,2058.0
-76.80628272251309,101.25,2058.0
-76.80628272251309,102.5,2058.0
-76.80628272251309,103.75,2058.0
-76.80628272251309,105.0,2058.0
-76.80628272251309,106.25,2058.0
-76.80628272251309,107.5,2058.0
-76.80628272251309,108.75,2054.0
-76.80628272251309,110.0,2045.0
-76.80628272251309,111.25,2045.0
-76.80628272251309,112.5,2045.0
-76.80628272251309,113.75,2045.0
-76.80628272251309,115.0,2045.0
-76.80628272251309,116.25,2045.0
-76.80628272251309,117.5,2045.0
-76.80628272251309,118.75,2045.0
-76.80628272251309,120.0,2045.0
-76.80628272251309,121.25,2045.0
-76.80628272251309,122.5,2045.0
-76.80628272251309,123.75,2045.0
-76.80628272251309,125.0,2045.0
-76.80628272251309,126.25,2045.0
-76.80628272251309,127.5,2045.0
-76.80628272251309,128.75,2045.0
-76.80628272251309,130.0,2045.0
-76.80628272251309,131.25,2045.0
-76.80628272251309,132.5,2045.0
-76.80628272251309,133.75,2045.0
-76.80628272251309,135.0,2041.0
-76.80628272251309,136.25,2041.0
-76.80628272251309,137.5,2041.0
-76.80628272251309,138.75,2041.0
-76.80628272251309,140.0,2041.0
-76.80628272251309,141.25,2041.0
-76.80628272251309,142.5,2041.0
-76.80628272251309,143.75,2041.0
-76.80628272251309,145.0,2041.0
-76.80628272251309,146.25,2041.0
-76.80628272251309,147.5,2041.0
-76.80628272251309,148.75,2041.0
-76.80628272251309,150.0,2041.0
-76.80628272251309,151.25,2041.0
-76.80628272251309,152.5,2041.0
-76.80628272251309,153.75,2041.0
-76.80628272251309,155.0,2041.0
-76.80628272251309,156.25,2041.0
-76.80628272251309,157.5,2041.0
-76.80628272251309,158.75,2041.0
-76.80628272251309,160.0,2041.0
-76.80628272251309,161.25,2041.0
-76.80628272251309,162.5,2041.0
-76.80628272251309,163.75,2041.0
-76.80628272251309,165.0,2042.0
-76.80628272251309,166.25,2042.0
-76.80628272251309,167.5,2042.0
-76.80628272251309,168.75,2041.0
-76.80628272251309,170.0,2041.0
-76.80628272251309,171.25,2041.0
-76.80628272251309,172.5,2041.0
-76.80628272251309,173.75,2041.0
-76.80628272251309,175.0,2059.0
-76.80628272251309,176.25,2059.0
-76.80628272251309,177.5,2059.0
-76.80628272251309,178.75,2059.0
-76.80628272251309,180.0,2064.0
-76.80628272251309,181.25,2064.0
-76.80628272251309,182.5,2064.0
-76.80628272251309,183.75,2064.0
-76.80628272251309,185.0,2064.0
-76.80628272251309,186.25,2064.0
-76.80628272251309,187.5,2064.0
-76.80628272251309,188.75,2060.0
-76.80628272251309,190.0,2060.0
-76.80628272251309,191.25,2060.0
-76.80628272251309,192.5,2057.0
-76.80628272251309,193.75,2044.0
-76.80628272251309,195.0,2044.0
-76.80628272251309,196.25,2044.0
-76.80628272251309,197.5,2044.0
-76.80628272251309,198.75,2044.0
-76.80628272251309,200.0,2044.0
-76.80628272251309,201.25,2044.0
-76.80628272251309,202.5,2044.0
-76.80628272251309,203.75,2044.0
-76.80628272251309,205.0,2044.0
-76.80628272251309,206.25,2044.0
-76.80628272251309,207.5,2044.0
-76.80628272251309,208.75,2044.0
-76.80628272251309,210.0,2041.0
-76.80628272251309,211.25,2041.0
-76.80628272251309,212.5,2041.0
-76.80628272251309,213.75,2041.0
-76.80628272251309,215.0,2041.0
-76.80628272251309,216.25,2041.0
-76.80628272251309,217.5,2041.0
-76.80628272251309,218.75,2041.0
-76.80628272251309,220.0,2041.0
-76.80628272251309,221.25,2041.0
-76.80628272251309,222.5,2041.0
-76.80628272251309,223.75,2041.0
-76.80628272251309,225.0,2041.0
-76.80628272251309,226.25,2041.0
-76.80628272251309,227.5,2041.0
-76.80628272251309,228.75,2041.0
-76.80628272251309,230.0,2041.0
-76.80628272251309,231.25,2041.0
-76.80628272251309,232.5,2041.0
-76.80628272251309,233.75,2041.0
-76.80628272251309,235.0,2041.0
-76.80628272251309,236.25,2041.0
-76.80628272251309,237.5,2041.0
-76.80628272251309,238.75,2041.0
-76.80628272251309,240.0,2041.0
-76.80628272251309,241.25,2041.0
-76.80628272251309,242.5,2041.0
-76.80628272251309,243.75,2041.0
-76.80628272251309,245.0,2041.0
-76.80628272251309,246.25,2041.0
-76.80628272251309,247.5,2041.0
-76.80628272251309,248.75,2041.0
-76.80628272251309,250.0,2041.0
-76.80628272251309,251.25,2041.0
-76.80628272251309,252.5,2041.0
-76.80628272251309,253.75,2041.0
-76.80628272251309,255.0,2041.0
-76.80628272251309,256.25,2041.0
-76.80628272251309,257.5,2041.0
-76.80628272251309,258.75,2041.0
-76.80628272251309,260.0,2041.0
-76.80628272251309,261.25,2041.0
-76.80628272251309,262.5,2041.0
-76.80628272251309,263.75,2041.0
-76.80628272251309,265.0,2041.0
-76.80628272251309,266.25,2041.0
-76.80628272251309,267.5,2041.0
-76.80628272251309,268.75,2041.0
-76.80628272251309,270.0,2041.0
-76.80628272251309,271.25,2041.0
-76.80628272251309,272.5,2041.0
-76.80628272251309,273.75,2041.0
-76.80628272251309,275.0,2041.0
-76.80628272251309,276.25,2041.0
-76.80628272251309,277.5,2041.0
-76.80628272251309,278.75,2041.0
-76.80628272251309,280.0,2041.0
-76.80628272251309,281.25,2041.0
-76.80628272251309,282.5,2041.0
-76.80628272251309,283.75,2041.0
-76.80628272251309,285.0,2041.0
-76.80628272251309,286.25,2041.0
-76.80628272251309,287.5,2041.0
-76.80628272251309,288.75,2041.0
-76.80628272251309,290.0,2041.0
-76.80628272251309,291.25,2041.0
-76.80628272251309,292.5,2041.0
-76.80628272251309,293.75,2041.0
-76.80628272251309,295.0,2041.0
-76.80628272251309,296.25,2041.0
-76.80628272251309,297.5,2041.0
-76.80628272251309,298.75,2041.0
-76.80628272251309,300.0,2041.0
-76.80628272251309,301.25,2040.0
-76.80628272251309,302.5,2040.0
-76.80628272251309,303.75,2040.0
-76.80628272251309,305.0,2040.0
-76.80628272251309,306.25,2040.0
-76.80628272251309,307.5,2040.0
-76.80628272251309,308.75,2040.0
-76.80628272251309,310.0,2040.0
-76.80628272251309,311.25,2043.0
-76.80628272251309,312.5,2045.0
-76.80628272251309,313.75,2050.0
-76.80628272251309,315.0,2050.0
-76.80628272251309,316.25,2050.0
-76.80628272251309,317.5,2050.0
-76.80628272251309,318.75,2050.0
-76.80628272251309,320.0,2050.0
-76.80628272251309,321.25,2050.0
-76.80628272251309,322.5,2049.0
-76.80628272251309,323.75,2049.0
-76.80628272251309,325.0,2049.0
-76.80628272251309,326.25,2050.0
-76.80628272251309,327.5,2050.0
-76.80628272251309,328.75,2050.0
-76.80628272251309,330.0,2050.0
-76.80628272251309,331.25,2050.0
-76.80628272251309,332.5,2050.0
-76.80628272251309,333.75,2050.0
-76.80628272251309,335.0,2050.0
-76.80628272251309,336.25,2050.0
-76.80628272251309,337.5,2050.0
-76.80628272251309,338.75,2050.0
-76.80628272251309,340.0,2050.0
-76.80628272251309,341.25,2050.0
-76.80628272251309,342.5,2050.0
-76.80628272251309,343.75,2050.0
-76.80628272251309,345.0,2050.0
-76.80628272251309,346.25,2050.0
-76.80628272251309,347.5,2050.0
-76.80628272251309,348.75,2050.0
-76.80628272251309,350.0,2050.0
-76.80628272251309,351.25,2050.0
-76.80628272251309,352.5,2046.0
-76.80628272251309,353.75,2046.0
-76.80628272251309,355.0,2046.0
-76.80628272251309,356.25,2046.0
-76.80628272251309,357.5,2046.0
-76.80628272251309,358.75,2041.0
-75.86387434554973,0.0,2041.0
-75.86387434554973,1.25,2041.0
-75.86387434554973,2.5,2041.0
-75.86387434554973,3.75,2041.0
-75.86387434554973,5.0,2041.0
-75.86387434554973,6.25,2041.0
-75.86387434554973,7.5,2041.0
-75.86387434554973,8.75,2041.0
-75.86387434554973,10.0,2041.0
-75.86387434554973,11.25,2041.0
-75.86387434554973,12.5,2041.0
-75.86387434554973,13.75,2041.0
-75.86387434554973,15.0,2048.0
-75.86387434554973,16.25,2048.0
-75.86387434554973,17.5,2048.0
-75.86387434554973,18.75,2048.0
-75.86387434554973,20.0,2048.0
-75.86387434554973,21.25,2048.0
-75.86387434554973,22.5,2048.0
-75.86387434554973,23.75,2048.0
-75.86387434554973,25.0,2048.0
-75.86387434554973,26.25,2048.0
-75.86387434554973,27.5,2048.0
-75.86387434554973,28.75,2048.0
-75.86387434554973,30.0,2048.0
-75.86387434554973,31.25,2048.0
-75.86387434554973,32.5,2048.0
-75.86387434554973,33.75,2048.0
-75.86387434554973,35.0,2048.0
-75.86387434554973,36.25,2048.0
-75.86387434554973,37.5,2048.0
-75.86387434554973,38.75,2048.0
-75.86387434554973,40.0,2048.0
-75.86387434554973,41.25,2048.0
-75.86387434554973,42.5,2048.0
-75.86387434554973,43.75,2048.0
-75.86387434554973,45.0,2048.0
-75.86387434554973,46.25,2042.0
-75.86387434554973,47.5,2042.0
-75.86387434554973,48.75,2042.0
-75.86387434554973,50.0,2042.0
-75.86387434554973,51.25,2042.0
-75.86387434554973,52.5,2042.0
-75.86387434554973,53.75,2042.0
-75.86387434554973,55.0,2042.0
-75.86387434554973,56.25,2042.0
-75.86387434554973,57.5,2053.0
-75.86387434554973,58.75,2053.0
-75.86387434554973,60.0,2053.0
-75.86387434554973,61.25,2053.0
-75.86387434554973,62.5,2053.0
-75.86387434554973,63.75,2053.0
-75.86387434554973,65.0,2053.0
-75.86387434554973,66.25,2053.0
-75.86387434554973,67.5,2053.0
-75.86387434554973,68.75,2053.0
-75.86387434554973,70.0,2053.0
-75.86387434554973,71.25,2053.0
-75.86387434554973,72.5,2056.0
-75.86387434554973,73.75,2056.0
-75.86387434554973,75.0,2056.0
-75.86387434554973,76.25,2056.0
-75.86387434554973,77.5,2056.0
-75.86387434554973,78.75,2056.0
-75.86387434554973,80.0,2056.0
-75.86387434554973,81.25,2056.0
-75.86387434554973,82.5,2056.0
-75.86387434554973,83.75,2056.0
-75.86387434554973,85.0,2056.0
-75.86387434554973,86.25,2056.0
-75.86387434554973,87.5,2056.0
-75.86387434554973,88.75,2058.0
-75.86387434554973,90.0,2058.0
-75.86387434554973,91.25,2058.0
-75.86387434554973,92.5,2058.0
-75.86387434554973,93.75,2058.0
-75.86387434554973,95.0,2058.0
-75.86387434554973,96.25,2058.0
-75.86387434554973,97.5,2058.0
-75.86387434554973,98.75,2058.0
-75.86387434554973,100.0,2058.0
-75.86387434554973,101.25,2058.0
-75.86387434554973,102.5,2058.0
-75.86387434554973,103.75,2058.0
-75.86387434554973,105.0,2058.0
-75.86387434554973,106.25,2058.0
-75.86387434554973,107.5,2058.0
-75.86387434554973,108.75,2058.0
-75.86387434554973,110.0,2045.0
-75.86387434554973,111.25,2045.0
-75.86387434554973,112.5,2045.0
-75.86387434554973,113.75,2045.0
-75.86387434554973,115.0,2045.0
-75.86387434554973,116.25,2045.0
-75.86387434554973,117.5,2045.0
-75.86387434554973,118.75,2045.0
-75.86387434554973,120.0,2045.0
-75.86387434554973,121.25,2045.0
-75.86387434554973,122.5,2045.0
-75.86387434554973,123.75,2045.0
-75.86387434554973,125.0,2045.0
-75.86387434554973,126.25,2045.0
-75.86387434554973,127.5,2045.0
-75.86387434554973,128.75,2045.0
-75.86387434554973,130.0,2045.0
-75.86387434554973,131.25,2045.0
-75.86387434554973,132.5,2045.0
-75.86387434554973,133.75,2045.0
-75.86387434554973,135.0,2045.0
-75.86387434554973,136.25,2045.0
-75.86387434554973,137.5,2045.0
-75.86387434554973,138.75,2045.0
-75.86387434554973,140.0,2045.0
-75.86387434554973,141.25,2045.0
-75.86387434554973,142.5,2041.0
-75.86387434554973,143.75,2041.0
-75.86387434554973,145.0,2041.0
-75.86387434554973,146.25,2041.0
-75.86387434554973,147.5,2041.0
-75.86387434554973,148.75,2041.0
-75.86387434554973,150.0,2041.0
-75.86387434554973,151.25,2041.0
-75.86387434554973,152.5,2041.0
-75.86387434554973,153.75,2041.0
-75.86387434554973,155.0,2041.0
-75.86387434554973,156.25,2041.0
-75.86387434554973,157.5,2041.0
-75.86387434554973,158.75,2041.0
-75.86387434554973,160.0,2041.0
-75.86387434554973,161.25,2041.0
-75.86387434554973,162.5,2041.0
-75.86387434554973,163.75,2045.0
-75.86387434554973,165.0,2042.0
-75.86387434554973,166.25,2042.0
-75.86387434554973,167.5,2042.0
-75.86387434554973,168.75,2042.0
-75.86387434554973,170.0,2042.0
-75.86387434554973,171.25,2042.0
-75.86387434554973,172.5,2059.0
-75.86387434554973,173.75,2059.0
-75.86387434554973,175.0,2059.0
-75.86387434554973,176.25,2059.0
-75.86387434554973,177.5,2059.0
-75.86387434554973,178.75,2064.0
-75.86387434554973,180.0,2064.0
-75.86387434554973,181.25,2064.0
-75.86387434554973,182.5,2064.0
-75.86387434554973,183.75,2064.0
-75.86387434554973,185.0,2064.0
-75.86387434554973,186.25,2064.0
-75.86387434554973,187.5,2060.0
-75.86387434554973,188.75,2060.0
-75.86387434554973,190.0,2057.0
-75.86387434554973,191.25,2057.0
-75.86387434554973,192.5,2044.0
-75.86387434554973,193.75,2044.0
-75.86387434554973,195.0,2044.0
-75.86387434554973,196.25,2044.0
-75.86387434554973,197.5,2044.0
-75.86387434554973,198.75,2044.0
-75.86387434554973,200.0,2044.0
-75.86387434554973,201.25,2044.0
-75.86387434554973,202.5,2044.0
-75.86387434554973,203.75,2044.0
-75.86387434554973,205.0,2044.0
-75.86387434554973,206.25,2044.0
-75.86387434554973,207.5,2044.0
-75.86387434554973,208.75,2044.0
-75.86387434554973,210.0,2044.0
-75.86387434554973,211.25,2044.0
-75.86387434554973,212.5,2044.0
-75.86387434554973,213.75,2041.0
-75.86387434554973,215.0,2041.0
-75.86387434554973,216.25,2041.0
-75.86387434554973,217.5,2041.0
-75.86387434554973,218.75,2041.0
-75.86387434554973,220.0,2041.0
-75.86387434554973,221.25,2041.0
-75.86387434554973,222.5,2041.0
-75.86387434554973,223.75,2041.0
-75.86387434554973,225.0,2041.0
-75.86387434554973,226.25,2041.0
-75.86387434554973,227.5,2041.0
-75.86387434554973,228.75,2041.0
-75.86387434554973,230.0,2041.0
-75.86387434554973,231.25,2041.0
-75.86387434554973,232.5,2041.0
-75.86387434554973,233.75,2041.0
-75.86387434554973,235.0,2041.0
-75.86387434554973,236.25,2041.0
-75.86387434554973,237.5,2041.0
-75.86387434554973,238.75,2041.0
-75.86387434554973,240.0,2041.0
-75.86387434554973,241.25,2041.0
-75.86387434554973,242.5,2041.0
-75.86387434554973,243.75,2041.0
-75.86387434554973,245.0,2041.0
-75.86387434554973,246.25,2041.0
-75.86387434554973,247.5,2041.0
-75.86387434554973,248.75,2045.0
-75.86387434554973,250.0,2045.0
-75.86387434554973,251.25,2045.0
-75.86387434554973,252.5,2045.0
-75.86387434554973,253.75,2045.0
-75.86387434554973,255.0,2045.0
-75.86387434554973,256.25,2041.0
-75.86387434554973,257.5,2041.0
-75.86387434554973,258.75,2041.0
-75.86387434554973,260.0,2041.0
-75.86387434554973,261.25,2041.0
-75.86387434554973,262.5,2041.0
-75.86387434554973,263.75,2041.0
-75.86387434554973,265.0,2041.0
-75.86387434554973,266.25,2041.0
-75.86387434554973,267.5,2041.0
-75.86387434554973,268.75,2041.0
-75.86387434554973,270.0,2041.0
-75.86387434554973,271.25,2041.0
-75.86387434554973,272.5,2041.0
-75.86387434554973,273.75,2041.0
-75.86387434554973,275.0,2041.0
-75.86387434554973,276.25,2041.0
-75.86387434554973,277.5,2041.0
-75.86387434554973,278.75,2041.0
-75.86387434554973,280.0,2041.0
-75.86387434554973,281.25,2041.0
-75.86387434554973,282.5,2041.0
-75.86387434554973,283.75,2041.0
-75.86387434554973,285.0,2041.0
-75.86387434554973,286.25,2041.0
-75.86387434554973,287.5,2041.0
-75.86387434554973,288.75,2042.0
-75.86387434554973,290.0,2042.0
-75.86387434554973,291.25,2045.0
-75.86387434554973,292.5,2041.0
-75.86387434554973,293.75,2041.0
-75.86387434554973,295.0,2041.0
-75.86387434554973,296.25,2041.0
-75.86387434554973,297.5,2041.0
-75.86387434554973,298.75,2041.0
-75.86387434554973,300.0,2041.0
-75.86387434554973,301.25,2041.0
-75.86387434554973,302.5,2040.0
-75.86387434554973,303.75,2043.0
-75.86387434554973,305.0,2043.0
-75.86387434554973,306.25,2043.0
-75.86387434554973,307.5,2045.0
-75.86387434554973,308.75,2045.0
-75.86387434554973,310.0,2045.0
-75.86387434554973,311.25,2045.0
-75.86387434554973,312.5,2045.0
-75.86387434554973,313.75,2045.0
-75.86387434554973,315.0,2043.0
-75.86387434554973,316.25,2042.0
-75.86387434554973,317.5,2043.0
-75.86387434554973,318.75,2043.0
-75.86387434554973,320.0,2050.0
-75.86387434554973,321.25,2050.0
-75.86387434554973,322.5,2049.0
-75.86387434554973,323.75,2049.0
