lat,lon,first_crossing_year
-89.05759162303664,263.75,2041.0
-89.05759162303664,265.0,2041.0
-89.05759162303664,266.25,2041.0
-89.05759162303664,267.5,2041.0
-89.05759162303664,268.75,2041.0
-89.05759162303664,270.0,2041.0
-89.05759162303664,271.25,2041.0
-89.05759162303664,272.5,2041.0
-89.05759162303664,273.75,2041.0
-89.05759162303664,275.0,2041.0
-89.05759162303664,276.25,2041.0
-89.05759162303664,277.5,2041.0
-89.05759162303664,278.75,2041.0
-89.05759162303664,280.0,2041.0
-89.05759162303664,281.25,2041.0
-89.05759162303664,282.5,2041.0
-89.05759162303664,283.75,2041.0
-89.05759162303664,285.0,2041.0
-89.05759162303664,286.25,2041.0
-89.05759162303664,287.5,2041.0
-89.05759162303664,288.75,2041.0
-89.05759162303664,290.0,2041.0
-89.05759162303664,291.25,2041.0
-89.05759162303664,292.5,2041.0
-89.05759162303664,293.75,2041.0
-89.05759162303664,295.0,2041.0
-89.05759162303664,296.25,2041.0
-89.05759162303664,297.5,2041.0
-89.05759162303664,298.75,2041.0
-89.05759162303664,300.0,2041.0
-89.05759162303664,301.25,2041.0
-89.05759162303664,302.5,2041.0
-89.05759162303664,303.75,2041.0
-89.05759162303664,305.0,2041.0
-89.05759162303664,306.25,2041.0
-89.05759162303664,307.5,2041.0
-89.05759162303664,308.75,2041.0
-89.05759162303664,310.0,2041.0
-89.05759162303664,311.25,2041.0
-89.05759162303664,312.5,2041.0
-89.05759162303664,313.75,2041.0
-89.05759162303664,315.0,2041.0
-89.05759162303664,316.25,2041.0
-89.05759162303664,317.5,2041.0
-89.05759162303664,318.75,2041.0
-89.05759162303664,320.0,2041.0
-89.05759162303664,321.25,2041.0
-89.05759162303664,322.5,2041.0
-89.05759162303664,323.75,2041.0
-89.05759162303664,325.0,2041.0
-89.05759162303664,326.25,2041.0
-89.05759162303664,327.5,2041.0
-89.05759162303664,328.75,2041.0
-89.05759162303664,330.0,2041.0
-89.05759162303664,331.25,2041.0
-89.05759162303664,332.5,2041.0
-89.05759162303664,333.75,2041.0
-89.05759162303664,335.0,2041.0
-89.05759162303664,336.25,2041.0
-89.05759162303664,337.5,2041.0
-89.05759162303664,338.75,2041.0
-89.05759162303664,340.0,2041.0
